job,marital,education,default,housing,loan,contact,month,poutcome,Target
admin.,single,secondary,no,yes,yes,telephone,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,other,no
admin.,married,secondary,no,no,yes,cellular,may,failure,no
services,single,secondary,no,yes,no,cellular,may,other,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,other,yes
blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,may,unknown,no
management,divorced,tertiary,no,yes,no,cellular,may,unknown,no
blue-collar,single,primary,no,yes,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
blue-collar,married,unknown,no,yes,no,cellular,may,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,no,telephone,may,unknown,no
management,divorced,tertiary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,failure,no
admin.,single,secondary,no,yes,no,cellular,may,failure,no
management,married,primary,no,yes,no,telephone,may,unknown,no
management,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,yes,no,cellular,may,failure,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
self-employed,single,secondary,no,yes,no,cellular,may,other,no
technician,single,secondary,no,yes,yes,cellular,may,unknown,no
retired,married,primary,no,yes,no,telephone,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,primary,no,yes,no,cellular,may,unknown,no
blue-collar,married,primary,no,yes,yes,cellular,may,unknown,no
blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,cellular,may,other,no
blue-collar,single,primary,no,no,no,cellular,may,other,no
technician,married,secondary,no,yes,no,cellular,may,failure,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
services,married,primary,no,yes,yes,telephone,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,other,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,unknown,no,yes,no,cellular,may,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,other,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,divorced,secondary,yes,yes,yes,cellular,may,other,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
entrepreneur,married,primary,no,yes,no,cellular,may,failure,no
admin.,single,secondary,no,yes,no,cellular,may,other,no
technician,married,secondary,no,yes,no,cellular,may,other,no
blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,yes,cellular,may,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,unknown,no
unemployed,single,secondary,no,yes,no,cellular,may,failure,no
blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
technician,single,tertiary,no,no,no,cellular,may,other,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
entrepreneur,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,tertiary,no,yes,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,unknown,no
technician,single,secondary,no,yes,yes,cellular,may,failure,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,yes,cellular,may,unknown,no
self-employed,married,secondary,no,yes,yes,cellular,may,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
services,married,secondary,no,yes,yes,telephone,may,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,failure,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,failure,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,yes,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
admin.,single,secondary,no,yes,no,cellular,may,unknown,no
self-employed,married,secondary,no,yes,no,cellular,may,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
management,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,other,no
blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
student,single,secondary,no,yes,no,telephone,may,other,no
services,married,primary,no,yes,no,cellular,may,failure,no
technician,single,unknown,no,yes,no,cellular,may,unknown,no
self-employed,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,telephone,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,success,yes
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
management,divorced,tertiary,no,yes,no,cellular,may,unknown,no
services,single,secondary,no,yes,yes,cellular,may,unknown,no
technician,single,secondary,no,yes,no,telephone,may,unknown,no
blue-collar,married,primary,no,yes,yes,cellular,may,unknown,no
services,married,secondary,no,yes,no,cellular,may,other,no
services,single,secondary,yes,yes,yes,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,married,unknown,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,telephone,may,unknown,no
services,single,secondary,no,yes,no,cellular,may,failure,yes
services,married,tertiary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,cellular,may,success,no
admin.,single,secondary,no,yes,yes,cellular,may,unknown,no
student,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,yes,cellular,may,unknown,yes
services,divorced,secondary,no,yes,no,cellular,may,unknown,no
unemployed,single,tertiary,no,yes,no,cellular,may,success,yes
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,may,other,no
management,single,tertiary,no,no,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,yes
admin.,divorced,secondary,no,yes,yes,cellular,may,success,yes
services,single,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,yes
management,divorced,tertiary,no,no,no,cellular,may,unknown,no
technician,single,tertiary,no,no,no,cellular,may,failure,yes
student,single,secondary,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
management,married,secondary,no,yes,no,cellular,may,unknown,no
self-employed,married,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,failure,no
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
management,married,unknown,no,yes,no,cellular,may,unknown,yes
technician,married,secondary,no,no,no,cellular,may,success,no
unemployed,single,unknown,no,yes,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,yes
admin.,married,secondary,no,yes,no,cellular,may,failure,no
unemployed,married,tertiary,no,no,no,cellular,may,failure,no
services,married,secondary,no,yes,no,cellular,may,failure,yes
management,married,tertiary,no,no,no,cellular,may,unknown,yes
technician,married,secondary,no,no,yes,telephone,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
technician,divorced,secondary,no,yes,no,cellular,may,unknown,yes
admin.,married,tertiary,no,no,no,cellular,may,unknown,no
management,divorced,tertiary,yes,no,no,cellular,may,unknown,no
services,single,secondary,no,no,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,failure,no
management,single,tertiary,no,yes,no,cellular,may,success,yes
retired,divorced,primary,no,no,no,telephone,may,success,no
services,single,secondary,no,no,no,cellular,may,unknown,no
retired,divorced,primary,no,yes,no,cellular,may,other,no
blue-collar,married,secondary,no,no,no,cellular,may,unknown,no
student,single,unknown,no,no,no,cellular,may,unknown,no
services,married,secondary,no,no,no,cellular,may,failure,yes
technician,married,secondary,no,no,no,cellular,may,unknown,yes
management,married,tertiary,no,no,no,cellular,may,failure,no
management,married,tertiary,no,no,no,cellular,may,failure,no
management,single,tertiary,no,yes,yes,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,success,yes
management,married,tertiary,no,no,no,cellular,may,unknown,no
technician,married,secondary,no,yes,yes,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,may,unknown,yes
management,divorced,unknown,no,no,no,cellular,may,success,yes
student,single,tertiary,no,yes,no,cellular,may,success,yes
services,married,secondary,no,yes,no,cellular,may,failure,no
services,single,secondary,no,no,no,cellular,may,unknown,yes
admin.,single,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,yes
management,single,tertiary,no,no,no,cellular,may,unknown,no
unemployed,single,tertiary,no,yes,no,cellular,may,other,no
management,married,primary,no,yes,no,cellular,may,success,yes
technician,single,secondary,no,no,no,cellular,may,failure,no
blue-collar,married,unknown,no,no,no,telephone,may,unknown,yes
technician,married,secondary,no,yes,yes,cellular,may,unknown,no
entrepreneur,single,tertiary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,other,yes
technician,married,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,tertiary,no,yes,no,telephone,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,other,yes
unemployed,single,secondary,no,no,no,telephone,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
student,single,primary,no,no,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,failure,no
admin.,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,success,yes
technician,divorced,secondary,no,no,no,cellular,may,unknown,no
blue-collar,married,primary,no,no,no,telephone,may,failure,no
admin.,single,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
housemaid,married,secondary,no,no,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,tertiary,no,no,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,tertiary,no,no,no,cellular,may,other,no
student,single,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,failure,no
self-employed,single,tertiary,no,no,no,cellular,may,unknown,yes
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
retired,divorced,tertiary,no,no,yes,cellular,may,failure,yes
technician,single,secondary,no,no,no,cellular,may,unknown,yes
technician,single,secondary,no,yes,no,cellular,may,unknown,yes
blue-collar,single,tertiary,no,no,no,cellular,may,unknown,yes
student,single,unknown,no,no,no,cellular,may,unknown,yes
unemployed,married,tertiary,no,no,no,cellular,may,unknown,yes
technician,single,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,other,no
technician,married,secondary,no,yes,no,cellular,may,unknown,no
student,single,tertiary,no,yes,no,cellular,may,failure,yes
student,single,tertiary,no,no,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,unknown,no
services,married,tertiary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
housemaid,married,tertiary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,failure,yes
admin.,divorced,tertiary,no,no,yes,cellular,may,unknown,no
services,married,tertiary,no,no,no,cellular,may,unknown,no
technician,single,tertiary,no,no,no,cellular,may,unknown,yes
technician,single,tertiary,no,yes,no,cellular,may,failure,yes
admin.,married,tertiary,no,yes,yes,cellular,may,unknown,no
technician,divorced,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,yes
services,married,secondary,no,no,no,cellular,may,unknown,no
retired,married,tertiary,no,no,no,cellular,may,success,no
admin.,married,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,failure,no
services,divorced,secondary,no,no,no,cellular,may,unknown,no
technician,married,secondary,no,no,no,cellular,may,unknown,yes
entrepreneur,married,primary,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,unknown,no
blue-collar,single,secondary,no,no,yes,cellular,may,success,yes
management,married,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,tertiary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
retired,divorced,tertiary,no,no,no,cellular,may,unknown,yes
management,single,tertiary,no,no,no,cellular,may,unknown,yes
retired,married,secondary,no,no,yes,cellular,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,failure,no
technician,married,secondary,no,no,no,telephone,may,unknown,no
student,married,tertiary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,no,no,cellular,may,failure,no
unknown,married,primary,no,no,no,telephone,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,unknown,yes
management,married,tertiary,no,yes,no,cellular,may,failure,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,success,no
admin.,married,secondary,no,yes,no,cellular,may,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,yes,cellular,may,unknown,yes
services,single,secondary,no,yes,no,cellular,may,unknown,yes
management,married,secondary,no,no,no,cellular,may,success,no
technician,divorced,secondary,no,no,no,cellular,may,other,yes
management,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,tertiary,no,yes,yes,cellular,may,failure,yes
management,married,tertiary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,failure,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,married,tertiary,no,no,no,cellular,may,failure,yes
unemployed,married,secondary,no,no,no,cellular,may,failure,yes
services,married,secondary,no,no,no,cellular,may,unknown,yes
technician,single,secondary,no,yes,no,cellular,may,other,yes
technician,single,secondary,no,no,no,cellular,may,unknown,yes
technician,single,tertiary,no,yes,no,cellular,may,unknown,yes
management,married,tertiary,no,no,no,cellular,may,unknown,no
unemployed,married,tertiary,no,no,no,telephone,may,unknown,no
student,single,secondary,no,no,no,cellular,may,unknown,yes
technician,single,tertiary,no,yes,no,cellular,may,failure,yes
technician,single,tertiary,no,no,no,telephone,may,success,no
technician,single,tertiary,no,yes,yes,cellular,may,failure,yes
blue-collar,married,primary,no,yes,yes,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,may,success,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
services,married,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,failure,no
self-employed,single,unknown,no,no,no,cellular,may,failure,no
management,married,secondary,no,yes,yes,cellular,may,failure,no
student,single,secondary,no,no,no,cellular,may,success,yes
blue-collar,single,secondary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,no,no,cellular,may,success,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,single,tertiary,no,no,no,cellular,may,success,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
unemployed,married,secondary,no,no,no,cellular,may,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,may,other,no
technician,single,tertiary,no,no,no,cellular,may,failure,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,no,no,cellular,may,other,yes
management,married,tertiary,no,no,yes,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,yes
student,single,secondary,no,no,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,yes
management,married,tertiary,no,no,no,cellular,may,failure,no
technician,single,secondary,no,no,no,cellular,may,other,yes
unemployed,married,secondary,no,no,no,cellular,may,unknown,no
unknown,single,secondary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,failure,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,other,no
unknown,married,unknown,no,no,no,telephone,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,yes
entrepreneur,married,primary,no,no,no,cellular,may,success,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
unemployed,married,secondary,no,no,no,telephone,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,success,no
unknown,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,other,no
unemployed,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,telephone,may,unknown,no
self-employed,single,tertiary,no,no,no,telephone,may,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,success,no
student,single,tertiary,no,no,no,cellular,may,unknown,no
retired,married,secondary,no,no,no,cellular,may,failure,yes
retired,divorced,tertiary,no,yes,no,cellular,may,failure,no
technician,single,secondary,no,yes,no,cellular,may,success,no
management,married,unknown,no,no,no,cellular,may,other,no
technician,married,tertiary,no,no,no,cellular,may,unknown,no
technician,married,tertiary,no,no,no,cellular,may,other,yes
management,divorced,tertiary,no,yes,no,cellular,may,other,yes
management,married,tertiary,no,yes,no,cellular,may,unknown,no
admin.,single,tertiary,no,no,no,cellular,may,unknown,no
unemployed,single,primary,no,no,no,cellular,may,unknown,no
admin.,single,tertiary,no,yes,no,cellular,may,failure,no
technician,divorced,tertiary,no,no,no,cellular,may,unknown,no
retired,married,primary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
admin.,married,unknown,no,no,no,cellular,may,unknown,no
student,married,unknown,no,no,no,cellular,may,failure,no
management,divorced,tertiary,no,no,no,cellular,may,unknown,no
technician,married,secondary,no,no,no,cellular,may,success,no
technician,married,secondary,no,no,no,cellular,may,success,no
technician,married,secondary,no,yes,no,cellular,may,failure,no
retired,married,tertiary,no,no,no,telephone,may,unknown,yes
management,divorced,tertiary,no,no,no,cellular,may,failure,no
self-employed,single,tertiary,no,no,no,cellular,may,success,no
management,married,tertiary,no,no,no,cellular,may,failure,no
admin.,single,tertiary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
technician,single,unknown,no,no,no,cellular,may,unknown,yes
student,single,tertiary,no,no,no,cellular,may,unknown,yes
self-employed,married,tertiary,no,no,no,cellular,may,failure,no
management,married,tertiary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,unknown,yes
management,married,tertiary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
housemaid,married,tertiary,no,no,no,cellular,may,failure,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,unknown,no,yes,no,cellular,may,unknown,no
management,married,unknown,no,no,no,cellular,may,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,may,unknown,no
technician,married,tertiary,no,no,no,cellular,may,failure,no
technician,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,yes,yes,cellular,may,other,no
technician,single,tertiary,no,no,no,cellular,may,unknown,no
technician,married,tertiary,no,no,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,cellular,may,success,no
management,married,tertiary,no,yes,no,cellular,may,unknown,no
admin.,single,tertiary,no,no,no,cellular,may,failure,no
technician,married,unknown,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,failure,no
technician,divorced,secondary,no,yes,yes,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,unknown,yes
student,single,tertiary,no,no,no,cellular,may,unknown,yes
blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
services,divorced,primary,no,no,no,telephone,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
student,single,unknown,no,no,no,cellular,may,unknown,yes
management,married,tertiary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,failure,no
admin.,single,tertiary,no,no,no,cellular,may,unknown,no
student,single,tertiary,no,no,no,cellular,may,unknown,no
retired,married,tertiary,no,no,no,cellular,may,failure,no
student,single,tertiary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,may,success,yes
housemaid,single,secondary,no,no,no,cellular,may,other,no
management,single,tertiary,no,no,no,cellular,may,success,no
admin.,married,tertiary,no,no,no,cellular,may,unknown,yes
admin.,single,secondary,no,no,no,cellular,may,unknown,yes
management,single,tertiary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
self-employed,single,tertiary,no,no,no,cellular,may,unknown,yes
admin.,married,tertiary,no,no,yes,cellular,may,unknown,no
technician,single,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,tertiary,no,yes,yes,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,unknown,yes
self-employed,married,tertiary,no,no,no,cellular,may,unknown,no
management,divorced,unknown,no,no,no,cellular,may,unknown,no
admin.,divorced,secondary,no,no,no,cellular,may,success,yes
admin.,married,secondary,no,no,no,cellular,may,success,yes
management,single,tertiary,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,unknown,yes
retired,divorced,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,other,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
housemaid,married,primary,no,yes,no,telephone,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,unknown,no
admin.,single,secondary,no,no,no,cellular,may,unknown,yes
services,married,secondary,no,no,no,cellular,may,unknown,no
retired,married,primary,yes,no,yes,telephone,may,unknown,no
admin.,single,tertiary,no,yes,no,cellular,may,unknown,yes
housemaid,married,unknown,no,yes,no,cellular,may,success,no
admin.,single,secondary,no,no,no,cellular,may,success,yes
management,married,tertiary,no,no,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,may,success,no
technician,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,yes,cellular,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,other,no
blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
housemaid,divorced,secondary,no,no,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,yes
unemployed,single,secondary,no,no,no,cellular,may,unknown,no
student,single,unknown,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,success,yes
self-employed,single,tertiary,no,no,yes,cellular,may,unknown,yes
management,single,tertiary,no,no,no,cellular,may,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,may,unknown,no
housemaid,married,secondary,no,no,no,cellular,may,unknown,no
technician,married,secondary,no,no,no,cellular,may,other,yes
student,single,secondary,no,no,no,cellular,may,unknown,no
admin.,single,secondary,no,no,no,cellular,may,unknown,no
retired,divorced,tertiary,no,no,no,cellular,may,unknown,yes
management,married,tertiary,no,yes,yes,cellular,may,failure,no
admin.,single,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,telephone,may,unknown,no
blue-collar,single,unknown,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,yes
management,married,tertiary,no,no,no,cellular,may,unknown,no
admin.,single,secondary,no,no,no,telephone,may,unknown,yes
technician,single,secondary,no,no,no,cellular,may,success,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
admin.,single,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,telephone,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
blue-collar,single,secondary,no,no,no,cellular,may,success,no
student,single,tertiary,no,yes,no,cellular,may,unknown,no
housemaid,married,secondary,no,no,yes,cellular,may,unknown,no
management,divorced,tertiary,no,yes,no,cellular,may,unknown,no
admin.,single,tertiary,no,yes,no,cellular,may,failure,yes
admin.,divorced,secondary,no,no,no,cellular,may,success,no
blue-collar,single,secondary,no,yes,yes,cellular,may,unknown,no
student,single,unknown,no,no,no,cellular,may,unknown,yes
blue-collar,single,secondary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
self-employed,single,tertiary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,no
self-employed,single,tertiary,no,no,no,cellular,may,failure,no
technician,married,secondary,no,yes,yes,cellular,may,success,no
admin.,married,secondary,no,no,no,cellular,may,success,yes
technician,married,tertiary,no,no,no,telephone,may,unknown,no
management,single,tertiary,no,no,no,telephone,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,unknown,no
student,single,unknown,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,may,unknown,yes
management,married,tertiary,no,no,no,cellular,may,unknown,no
services,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,success,no
self-employed,married,tertiary,no,yes,no,cellular,may,unknown,no
retired,married,secondary,no,no,yes,cellular,may,failure,no
admin.,married,secondary,no,yes,no,cellular,may,failure,no
admin.,single,tertiary,no,no,yes,cellular,may,unknown,no
admin.,married,unknown,no,no,no,cellular,may,unknown,no
admin.,married,secondary,no,no,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,may,unknown,no
technician,single,secondary,no,yes,no,cellular,may,failure,yes
services,single,secondary,no,no,no,cellular,may,unknown,no
